_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
186367,4154475,2017.0,2019,1973.0,PRIVATE,7,Humber River-Black Creek,35 FOUNTAINHEAD RD,22,370,2019-11-19,60,Evaluation needs to be conducted in 3 years,19,3.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,W0726,43.761108533000005,-79.503752985,304482.17,4846572.3889999995
186368,4154474,2017.0,2019,1972.0,PRIVATE,7,Humber River-Black Creek,40 FOUNTAINHEAD RD,22,370,2019-11-19,63,Evaluation needs to be conducted in 3 years,19,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,W0726,43.762581653000005,-79.504256907,304441.6,4846736.049
186369,4154249,2017.0,2019,1966.0,PRIVATE,7,Humber River-Black Creek,10 JAYZEL DR,7,90,2019-11-19,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,,W0727,43.74934036609999,-79.5494302616,300803.693,4845265.279
186370,4154238,2017.0,2019,1968.0,PRIVATE,7,Humber River-Black Creek,2755 JANE ST,12,118,2019-11-19,74,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,,W0730,43.7476852259,-79.51463245640001,303606.137,4845080.285
186371,4154229,2017.0,2019,1968.0,PRIVATE,7,Humber River-Black Creek,2770 JANE ST,4,144,2019-11-19,63,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,,W0729,43.7474006174,-79.5159466744,303500.287,4845048.686000001
186372,4154239,2017.0,2019,1975.0,PRIVATE,7,Humber River-Black Creek,2775 JANE ST,17,198,2019-11-19,60,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,2.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,,W0730,43.7486644671,-79.5146201429,303607.148,4845189.076
186373,4243431,2017.0,2019,1968.0,PRIVATE,7,Humber River-Black Creek,2801 JANE ST,17,234,2019-11-19,57,Evaluation needs to be conducted in 2 years,18,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,,W0730,43.7502253934,-79.5151711117,303562.808,4845362.501
186374,4154270,2017.0,2019,1973.0,PRIVATE,7,Humber River-Black Creek,4800 JANE ST,9,97,2019-11-19,76,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0724,43.7711875516,-79.5216643445,303040.481,4847691.41
186375,4154268,2017.0,2019,1975.0,PRIVATE,7,Humber River-Black Creek,5000 JANE ST,13,291,2019-11-19,72,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0724,43.77371822600001,-79.52248674399999,303046.894,4847929.838
186376,4152570,2017.0,2019,1970.0,PRIVATE,20,Scarborough Southwest,1080 KINGSTON RD,16,202,2019-11-19,85,Evaluation needs to be conducted in 3 years,20,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,E2033,43.6814135656,-79.2831322282,322269.682,4837740.411
186377,4152573,2017.0,2019,1971.0,PRIVATE,20,Scarborough Southwest,1140 KINGSTON RD,5,34,2019-11-19,83,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,E2033,43.681743847,-79.2813013982,322417.201,4837777.498
186378,4152572,2017.0,2019,1956.0,PRIVATE,20,Scarborough Southwest,1150 KINGSTON RD,5,51,2019-11-19,90,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,5.0,E2033,43.6819387049,-79.2808196917,322455.983,4837799.251
186379,4152571,2017.0,2019,1956.0,PRIVATE,20,Scarborough Southwest,1200 KINGSTON RD,5,61,2019-11-19,89,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,,E2033,43.6821685941,-79.2802892859,322498.68100000004,4837824.907
186380,4152575,2018.0,2019,1955.0,PRIVATE,20,Scarborough Southwest,1420 KINGSTON RD,4,36,2019-11-19,87,Evaluation needs to be conducted in 3 years,15,5.0,4.0,5.0,4.0,,4.0,,4.0,,4.0,4.0,5.0,5.0,5.0,4.0,4.0,,4.0,4.0,,E2033,43.6874626683,-79.2720047537,323164.95,4838414.823
186381,4152569,2017.0,2019,1960.0,PRIVATE,20,Scarborough Southwest,1711 KINGSTON RD,3,18,2019-11-19,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,2.0,3.0,5.0,4.0,4.0,4.0,,5.0,4.0,,E2034,43.692233898199994,-79.2630193825,323887.837,4838946.94
186382,4154479,2017.0,2019,1978.0,PRIVATE,7,Humber River-Black Creek,500 MURRAY ROSS PKWY,19,390,2019-11-19,86,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,W0726,43.764180371,-79.505752773,304321.162,4846913.669
186383,4167763,2017.0,2019,1980.0,TCHC,7,Humber River-Black Creek,5 NEEDLE FIRWAY,12,137,2019-11-19,73,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,W0729,43.752566895,-79.518797427,303270.559,4845623.647
186384,4152560,2017.0,2019,1970.0,PRIVATE,20,Scarborough Southwest,2440 QUEEN ST E,6,24,2019-11-19,83,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,4.0,1.0,5.0,3.0,,E2033,43.6751742383,-79.2785094053,322644.203,4837048.226
186385,4152559,2017.0,2019,1954.0,PRIVATE,20,Scarborough Southwest,3000 QUEEN ST E,4,30,2019-11-19,83,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,5.0,4.0,4.0,,3.0,,4.0,4.0,5.0,5.0,4.0,3.0,4.0,,5.0,3.0,,E2033,43.675330629499996,-79.27794494220001,322689.673,4837065.722
186386,4152600,2017.0,2019,1972.0,PRIVATE,20,Scarborough Southwest,273 PHARMACY AVE,18,280,2019-11-19,83,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,E2028,43.700248057299994,-79.2862500131,322012.917,4839832.19
186387,4152601,2017.0,2019,1972.0,PRIVATE,20,Scarborough Southwest,283 PHARMACY AVE,17,267,2019-11-19,87,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,E2028,43.7005263633,-79.285525406,322071.239,4839863.258
186388,4154266,2017.0,2019,1974.0,PRIVATE,7,Humber River-Black Creek,320 NISKA RD,13,169,2019-11-19,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,W0725,43.765738444200004,-79.51095348369999,303902.707,4847085.858
186389,4152578,2017.0,2019,1964.0,PRIVATE,20,Scarborough Southwest,2 NORTH DR,4,65,2019-11-19,82,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,E2033,43.6861001378,-79.2821331164,322348.881,4838261.291
186390,4154674,2017.0,2019,1992.0,SOCIAL HOUSING,8,Eglinton-Lawrence,262 RIDLEY BLVD,8,111,2019-11-19,65,Evaluation needs to be conducted in 3 years,19,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,N0821,43.7399850336,-79.423996848,310906.417,4844227.477
186391,4152557,2017.0,2019,1932.0,PRIVATE,20,Scarborough Southwest,2402 QUEEN ST E,4,21,2019-11-19,83,Evaluation needs to be conducted in 3 years,15,3.0,4.0,5.0,5.0,4.0,5.0,,4.0,,,4.0,5.0,5.0,4.0,3.0,3.0,,5.0,3.0,,E2033,43.674568931,-79.279856653,322540.37100000004,4836989.545
186392,4281384,2017.0,2019,1937.0,PRIVATE,20,Scarborough Southwest,2404 QUEEN ST E,4,20,2019-11-19,87,Evaluation needs to be conducted in 3 years,14,4.0,4.0,5.0,5.0,,5.0,,4.0,,,5.0,5.0,5.0,4.0,3.0,4.0,,5.0,3.0,,E2033,43.674660546400006,-79.2797118492,322547.395,4836990.9
186393,4152556,2017.0,2019,1937.0,PRIVATE,20,Scarborough Southwest,2406 QUEEN ST E,4,13,2019-11-19,81,Evaluation needs to be conducted in 3 years,15,4.0,3.0,5.0,4.0,,5.0,,4.0,,,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,,E2033,43.6747748062,-79.2796021139,322556.21,4837003.617
186394,4154471,2017.0,2019,1970.0,PRIVATE,7,Humber River-Black Creek,345 SENTINEL RD,10,79,2019-11-19,72,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0731,43.7574137617,-79.4982692198,304923.99199999997,4846160.951
186395,4154469,2017.0,2019,1970.0,PRIVATE,7,Humber River-Black Creek,390 SENTINEL RD,4,53,2019-11-19,59,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,2.0,3.0,,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0731,43.760254857700005,-79.5002027299,304768.3,4846476.5819999995
186396,4154267,2017.0,2019,1973.0,PRIVATE,7,Humber River-Black Creek,4001 STEELES AVE W,17,356,2019-11-19,78,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0724,43.77414527,-79.524134475,302841.45399999997,4848021.011
186397,4152609,2017.0,2019,1968.0,PRIVATE,20,Scarborough Southwest,3423 ST CLAIR AVE E,4,30,2019-11-19,78,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,E2029,43.7134790514,-79.2732946837,323053.066,4841304.866
186398,4155564,2017.0,2019,1970.0,TCHC,20,Scarborough Southwest,3479 ST CLAIR AVE E,8,94,2019-11-19,71,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,E2030,43.7142950675,-79.2692166242,323381.434,4841396.427
186399,4155565,2017.0,2019,1968.0,TCHC,20,Scarborough Southwest,3485 ST CLAIR AVE E,9,97,2019-11-19,66,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,E2030,43.7145219871,-79.26814890060001,323467.401,4841421.877
186400,4155618,2017.0,2019,1972.0,TCHC,7,Humber River-Black Creek,15 TOBERMORY DR,24,374,2019-11-19,67,Evaluation needs to be conducted in 2 years,19,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,W0725,43.760168119,-79.50789679100001,304069.821,4846499.065
186401,4155563,2017.0,2019,1971.0,TCHC,20,Scarborough Southwest,30 TEESDALE PL,24,278,2019-11-19,69,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,E2028,43.697003832200004,-79.28779229199999,321889.538,4839471.448
186402,4155562,2017.0,2019,1971.0,TCHC,20,Scarborough Southwest,40 TEESDALE PL,24,278,2019-11-19,59,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,E2028,43.6972076653,-79.2864410678,321998.393,4839494.37
186403,4152596,2017.0,2019,1964.0,TCHC,20,Scarborough Southwest,682 WARDEN AVE,15,223,2019-11-19,71,Evaluation needs to be conducted in 3 years,18,3.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,,2.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,,E2028,43.705953312,-79.279044598,322591.70399999997,4840468.483
186404,4154259,2017.0,2019,1984.0,TCHC,7,Humber River-Black Creek,3101 WESTON RD,18,176,2019-11-19,58,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0733,43.733312244,-79.537225843,301785.494,4843485.091
186405,4156325,2017.0,2019,1960.0,PRIVATE,7,Humber River-Black Creek,3328 WESTON RD,4,93,2019-11-19,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0727,43.74317239,-79.541078057,301501.70399999997,4844591.777
186406,4155683,2017.0,2019,1960.0,PRIVATE,7,Humber River-Black Creek,3330 WESTON RD,4,97,2019-11-19,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0727,43.7442275359,-79.5409803297,301483.919,4844696.906
186407,4154255,2017.0,2019,1963.0,PRIVATE,7,Humber River-Black Creek,3345 WESTON RD,4,57,2019-11-19,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,,W0728,43.7438256262,-79.53997148100001,301565.156,4844652.213
186408,4154256,2017.0,2019,1963.0,PRIVATE,7,Humber River-Black Creek,3355 WESTON RD,4,57,2019-11-19,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0728,43.744498152700004,-79.5401163906,301553.519,4844726.933999999
186409,4154680,2017.0,2019,1956.0,PRIVATE,8,Eglinton-Lawrence,161 WILSON AVE,4,56,2019-11-19,74,Evaluation needs to be conducted in 2 years,20,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,N0824,43.7399203058,-79.42005527229999,311223.909,4844220.57
186410,4154670,2017.0,2019,1982.0,TCHC,8,Eglinton-Lawrence,193 WILSON AVE,5,125,2019-11-19,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,N0824,43.739288978999994,-79.42267237899999,311012.907,4844151.197
186411,4154669,2017.0,2019,1955.0,PRIVATE,8,Eglinton-Lawrence,199 WILSON AVE,4,46,2019-11-19,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,,4.0,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,3.0,,N0824,43.7390527397,-79.4243280269,310879.837,4844123.886
186412,4154666,2017.0,2019,1955.0,PRIVATE,8,Eglinton-Lawrence,215 WILSON AVE,3,26,2019-11-19,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,4.0,4.0,4.0,5.0,2.0,4.0,3.0,,3.0,3.0,,N0824,43.738584484300006,-79.4263900069,310713.799,4844071.732
186413,4154675,2017.0,2019,1957.0,PRIVATE,8,Eglinton-Lawrence,222 WILSON AVE,3,11,2019-11-19,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,N0821,43.739213175100005,-79.4260843237,310738.359,4844141.595
186414,4154665,2017.0,2019,1960.0,PRIVATE,8,Eglinton-Lawrence,225 WILSON AVE,3,20,2019-11-19,84,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,N0824,43.738182412700006,-79.427971659,310586.433,4844026.954
186415,4154368,2017.0,2019,1953.0,PRIVATE,6,York Centre,825 WILSON AVE,3,11,2019-11-19,73,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,5.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,4.0,,3.0,5.0,,N0632,43.7315326231,-79.46180938479999,307861.13,4843286.382
186416,4154367,2017.0,2019,1953.0,PRIVATE,6,York Centre,827 WILSON AVE,3,11,2019-11-19,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,5.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,5.0,,N0632,43.7314312704,-79.4622110913,307828.773,4843275.107
186417,4154366,2017.0,2019,1953.0,PRIVATE,6,York Centre,829 WILSON AVE,3,11,2019-11-19,69,Evaluation needs to be conducted in 2 years,15,2.0,3.0,3.0,3.0,5.0,4.0,,3.0,,,2.0,3.0,5.0,3.0,4.0,4.0,,3.0,5.0,,N0632,43.7313244643,-79.4626281636,307795.179,4843263.226
186418,4154379,2017.0,2019,1960.0,PRIVATE,6,York Centre,921 WILSON AVE,4,44,2019-11-19,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,5.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,,N0632,43.729940785,-79.468234305,307334.305,4843095.036
186419,4154273,2017.0,2019,1965.0,PRIVATE,7,Humber River-Black Creek,100 YORK GATE BLVD,11,133,2019-11-19,80,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,W0724,43.7621440095,-79.51993719560001,303179.30100000004,4846686.674
186420,4154681,2017.0,2019,1964.0,PRIVATE,8,Eglinton-Lawrence,4000 YONGE ST,8,305,2019-11-19,83,Evaluation needs to be conducted in 3 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N0824,43.742532089899996,-79.40680954369999,312290.501,4844511.8780000005
186421,4154272,,2019,1966.0,PRIVATE,7,Humber River-Black Creek,90 YORK GATE BLVD,4,40,2019-11-19,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,W0724,43.7610772976,-79.5211616748,303080.68,4846568.193
186422,4154415,2017.0,2019,1972.0,PRIVATE,6,York Centre,2818 KEELE ST,3,11,2019-11-18,54,Evaluation needs to be conducted in 2 years,16,2.0,2.0,3.0,2.0,2.0,3.0,,3.0,,3.0,2.0,2.0,5.0,2.0,3.0,3.0,,3.0,3.0,,N0627,43.7296930914,-79.4831794143,306139.614,4843081.47
186423,4154426,2017.0,2019,1963.0,PRIVATE,6,York Centre,2850 KEELE ST,3,12,2019-11-18,85,Evaluation needs to be conducted in 3 years,16,5.0,5.0,5.0,4.0,5.0,4.0,,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0627,43.7312520976,-79.4835802979,306107.29,4843254.661
186424,4154424,2017.0,2019,1955.0,PRIVATE,6,York Centre,2854 KEELE ST,3,11,2019-11-18,56,Evaluation needs to be conducted in 2 years,15,3.0,2.0,3.0,4.0,2.0,4.0,,2.0,,,3.0,3.0,3.0,2.0,3.0,3.0,,2.0,3.0,,N0627,43.7316216812,-79.48367675109999,306099.51300000004,4843295.718
186425,4154423,2017.0,2019,1969.0,PRIVATE,6,York Centre,2856 KEELE ST,3,11,2019-11-18,89,Evaluation needs to be conducted in 3 years,15,5.0,4.0,5.0,4.0,5.0,4.0,,4.0,,,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,,N0627,43.7318064757,-79.4837155622,306096.38300000003,4843316.2469999995
186426,4154421,2017.0,2019,1955.0,PRIVATE,6,York Centre,2866 KEELE ST,3,11,2019-11-18,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,N0627,43.732336324799995,-79.4838831599,306082.872,4843375.108
186427,4154419,2017.0,2019,1950.0,PRIVATE,6,York Centre,2880 KEELE ST,3,11,2019-11-18,53,Evaluation needs to be conducted in 2 years,16,2.0,3.0,3.0,2.0,2.0,3.0,,3.0,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,,N0627,43.7330831623,-79.4839523321,306088.5,4843477.583000001
186428,4154434,2017.0,2019,1968.0,PRIVATE,6,York Centre,195 EXBURY RD,20,159,2019-11-18,80,Evaluation needs to be conducted in 2 years,20,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,N0627,43.7301341998,-79.5097819917,303996.516,4843130.381
186429,4154703,2017.0,2019,1966.0,PRIVATE,18,Willowdale,55 ELLERSLIE AVE,17,391,2019-11-18,86,Evaluation needs to be conducted in 3 years,19,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,N1824,43.771150913999996,-79.41475262600001,311643.273,4847712.183999999
186430,4156069,2017.0,2019,1966.0,PRIVATE,18,Willowdale,65 ELLERSLIE AVE,6,107,2019-11-18,86,Evaluation needs to be conducted in 3 years,19,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,N1824,43.770932218999995,-79.41566720600001,311564.37100000004,4847682.02
186431,4154753,2017.0,2019,1985.0,PRIVATE,18,Willowdale,77 FINCH AVE E,21,438,2019-11-18,88,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,4.0,,N1825,43.780189487399994,-79.4110962225,311940.809,4848695.08
186432,4154749,2017.0,2019,1976.0,PRIVATE,18,Willowdale,2 FOREST LANEWAY,29,366,2019-11-18,82,Evaluation needs to be conducted in 3 years,18,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,,N1826,43.763239637,-79.409191362,312077.26399999997,4846803.075
186433,4156258,2017.0,2019,1975.0,PRIVATE,18,Willowdale,4 FOREST LANEWAY,29,277,2019-11-18,82,Evaluation needs to be conducted in 3 years,18,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,,N1826,43.762630953999995,-79.409754662,312057.524,4846740.513
186434,4154812,2017.0,2019,1967.0,PRIVATE,17,Don Valley North,65 FOREST MANOR RD,17,218,2019-11-18,80,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,,N1730,43.773439744399994,-79.3439806087,317344.57300000003,4847953.138
186435,4166732,2017.0,2019,1965.0,PRIVATE,17,Don Valley North,80 FOREST MANOR RD,18,287,2019-11-18,95,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,,N1730,,,317295.272,4848121.27
186436,4154375,2017.0,2019,1950.0,PRIVATE,6,York Centre,17 ANTHONY RD,3,11,2019-11-18,73,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,2.0,4.0,3.0,,3.0,4.0,,N0632,43.73043975979999,-79.4596132017,308038.125,4843165.06
186437,4155687,2017.0,2019,2003.0,PRIVATE,18,Willowdale,151 BEECROFT RD,27,306,2019-11-18,89,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,N1824,43.764995731899994,-79.41425747619999,311688.077,4847006.801
186438,4154701,2017.0,2019,1967.0,PRIVATE,18,Willowdale,325 BOGERT AVE,6,418,2019-11-18,69,Evaluation needs to be conducted in 2 years,19,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,N1827,43.757066148999996,-79.426922307,310668.885,4846125.843
